,song_title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,url,song_and_artist,cluster
1548,galway girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,170827,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Galway Girl - Ed Sheeran,3
1549,uncertain smile,The The,31alFPGPYXPTGLQfmkp8fh,0.593,0.931,11,-5.232,0,0.0517,0.0322,0.588,0.0255,0.755,142.747,411973,https://open.spotify.com/track/31alFPGPYXPTGLQfmkp8fh,Uncertain Smile - The The,5
1550,i'm a believer - 2006 remaster,The Monkees,3G7tRC24Uh09Hmp1KZ7LQ2,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,167373,https://open.spotify.com/track/3G7tRC24Uh09Hmp1KZ7LQ2,I'm a Believer - 2006 Remaster - The Monkees,3
1551,la vie en rose,Grace Jones,5yJrl2r0vr6u9BXqQXZE3V,0.65,0.477,0,-16.007,1,0.0624,0.225,0.016,0.0642,0.798,176.708,448000,https://open.spotify.com/track/5yJrl2r0vr6u9BXqQXZE3V,La vie en rose - Grace Jones,6
1552,mannish boy,Muddy Waters,58PSYdY0GFg0LFb2PxYk4T,0.598,0.735,2,-10.882,1,0.0973,0.44,0.000215,0.681,0.615,111.129,321133,https://open.spotify.com/track/58PSYdY0GFg0LFb2PxYk4T,Mannish Boy - Muddy Waters,4
1553,harvest - 2009 remaster,Neil Young,7hpk3H8tjWh23edusCKW5O,0.541,0.216,2,-17.93,1,0.0369,0.736,9.95e-05,0.113,0.31,85.819,189093,https://open.spotify.com/track/7hpk3H8tjWh23edusCKW5O,Harvest - 2009 Remaster - Neil Young,6
1554,magnificent (she says),Elbow,7MNAi4I7teNgzuVMe0HPZg,0.51,0.864,2,-7.251,1,0.0518,0.192,7.8e-05,0.0586,0.39,92.055,264987,https://open.spotify.com/track/7MNAi4I7teNgzuVMe0HPZg,Magnificent (She Says) - Elbow,3
1555,under my thumb,The Rolling Stones,5lmGgOaixbwKHtpTzjJoqx,0.732,0.494,6,-13.571,0,0.0406,0.299,0.205,0.0919,0.799,126.986,221533,https://open.spotify.com/track/5lmGgOaixbwKHtpTzjJoqx,Under My Thumb - The Rolling Stones,0
1556,sorry seems to be the hardest word,Blue,6F9jdzX7CfixvCsCkW7zw9,0.564,0.6,7,-6.814,0,0.0305,0.183,2.19e-06,0.38,0.442,78.955,210067,https://open.spotify.com/track/6F9jdzX7CfixvCsCkW7zw9,Sorry Seems To Be The Hardest Word - Blue,0
1557,late in the evening,Paul Simon,2h23bjG8B3bcD47HBu6bHG,0.72,0.88,5,-8.988,1,0.0406,0.199,0.0246,0.0865,0.961,118.623,242707,https://open.spotify.com/track/2h23bjG8B3bcD47HBu6bHG,Late in the Evening - Paul Simon,3
1558,why'd you only call me when you're high?,Arctic Monkeys,086myS9r57YsLbJpU0TgK9,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,https://open.spotify.com/track/086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High? - Arctic Monkeys,3
1559,i won't give up,Jason Mraz,53QF56cjZA9RTuuMZDrSA6,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703,240166,https://open.spotify.com/track/53QF56cjZA9RTuuMZDrSA6,I Won't Give Up - Jason Mraz,6
1560,happiness,Jonathan Jeremiah,5GEs6KYkV9bzN4HZr6rcRQ,0.534,0.575,11,-9.76,1,0.0583,0.719,0.0,0.132,0.494,88.97,181640,https://open.spotify.com/track/5GEs6KYkV9bzN4HZr6rcRQ,Happiness - Jonathan Jeremiah,6
1561,señorita,Shawn Mendes,6v3KW9xbzN5yKLt9YKDYA2,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,190800,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,Señorita - Shawn Mendes,0
1562,vlieg met me mee - live,Paul de Leeuw,46SS7vgm5bQ9wBfu1o5LjC,0.35,0.474,0,-13.814,1,0.195,0.765,0.0,0.773,0.557,175.57,311600,https://open.spotify.com/track/46SS7vgm5bQ9wBfu1o5LjC,Vlieg Met Me Mee - Live - Paul de Leeuw,4
1563,when a man loves a woman,Percy Sledge,51FpzuGkRYXFgsE2zXt9av,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.205,97.398,173867,https://open.spotify.com/track/51FpzuGkRYXFgsE2zXt9av,When a Man Loves a Woman - Percy Sledge,6
1564,theme from harry's game - remastered,Clannad,2hcxPnu5RljXH0eMOtctuF,0.205,0.255,11,-13.78,1,0.0341,0.952,0.0192,0.115,0.0377,68.685,149027,https://open.spotify.com/track/2hcxPnu5RljXH0eMOtctuF,Theme from Harry's Game - Remastered - Clannad,6
1565,nur geträumt,Nena,27DEhFC0G2olRFgCTksnfw,0.544,0.797,7,-8.502,1,0.0309,0.0718,1.63e-06,0.0785,0.885,177.188,220173,https://open.spotify.com/track/27DEhFC0G2olRFgCTksnfw,Nur geträumt - Nena,1
1566,big in japan,Alphaville,3BZGi1yUqQyCNC868AqUGG,0.748,0.414,2,-15.15,0,0.0405,0.069,0.0671,0.336,0.239,97.646,286160,https://open.spotify.com/track/3BZGi1yUqQyCNC868AqUGG,Big in Japan - Alphaville,6
1567,greatest love of all,Whitney Houston,6yJxCltgtmGxIgKOS6ndnu,0.502,0.305,9,-16.011,1,0.0339,0.484,3.55e-06,0.117,0.248,131.242,291400,https://open.spotify.com/track/6yJxCltgtmGxIgKOS6ndnu,Greatest Love of All - Whitney Houston,6
1568,i started a joke,Bee Gees,36CKza28wMxYdjdzji7ine,0.31,0.464,7,-8.755,1,0.0275,0.156,8.94e-06,0.132,0.431,144.775,188307,https://open.spotify.com/track/36CKza28wMxYdjdzji7ine,I Started A Joke - Bee Gees,1
1569,moon over bourbon street,Sting,3KF1EXX2zGfVtGeZKiClB0,0.413,0.0563,5,-22.264,0,0.041,0.67,0.000126,0.102,0.183,124.977,240307,https://open.spotify.com/track/3KF1EXX2zGfVtGeZKiClB0,Moon Over Bourbon Street - Sting,6
1570,love her madly,The Doors,3MFFDRC4wTN9JNGtzXsZlN,0.565,0.587,4,-7.393,0,0.0317,0.0573,0.00493,0.0416,0.966,147.462,198467,https://open.spotify.com/track/3MFFDRC4wTN9JNGtzXsZlN,Love Her Madly - The Doors,0
1571,time is on my side - mono version,The Rolling Stones,2jaN6NgXflZTj2z9CWcqaP,0.508,0.645,5,-9.012,1,0.0395,0.291,3.25e-06,0.107,0.412,99.302,179133,https://open.spotify.com/track/2jaN6NgXflZTj2z9CWcqaP,Time Is On My Side - Mono Version - The Rolling Stones,3
1572,luka,Suzanne Vega,48Ej1CDmpsETlImicgiXWC,0.637,0.781,6,-8.263,1,0.031,0.194,0.000115,0.131,0.789,124.939,230973,https://open.spotify.com/track/48Ej1CDmpsETlImicgiXWC,Luka - Suzanne Vega,3
1573,voltooid verleden tijd,IOS,5NNzSXY8cAbUhU7Viaird6,0.463,0.435,4,-8.567,0,0.0268,0.655,0.0,0.102,0.153,138.479,294107,https://open.spotify.com/track/5NNzSXY8cAbUhU7Viaird6,Voltooid Verleden Tijd - IOS,6
1574,liquid spirit - claptone remix,Gregory Porter,6wp5tGVNQYpKJPo1s3WUEY,0.877,0.62,4,-9.069,1,0.0549,0.00406,0.388,0.0549,0.296,120.997,383552,https://open.spotify.com/track/6wp5tGVNQYpKJPo1s3WUEY,Liquid Spirit - Claptone Remix - Gregory Porter,5
1575,lookin' out my back door,Creedence Clearwater Revival,3RTUfvRgq3pYTf7XY0FIcS,0.745,0.656,10,-6.393,1,0.0405,0.188,0.00337,0.0941,0.858,105.318,152453,https://open.spotify.com/track/3RTUfvRgq3pYTf7XY0FIcS,Lookin' Out My Back Door - Creedence Clearwater Revival,3
1576,daniel,Elton John,1BvJmtaXsqtH438BcDPeBb,0.688,0.477,0,-11.945,1,0.029,0.38,4.93e-05,0.0864,0.897,132.071,234667,https://open.spotify.com/track/1BvJmtaXsqtH438BcDPeBb,Daniel - Elton John,3
1577,angel of harlem,U2,7iBav4v8maicL8cWKGxFhQ,0.519,0.694,0,-10.792,1,0.0264,0.104,2.3e-06,0.111,0.928,102.718,229267,https://open.spotify.com/track/7iBav4v8maicL8cWKGxFhQ,Angel Of Harlem - U2,3
1578,hey there delilah,Plain White T's,4RCWB3V8V0dignt99LZ8vH,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,232533,https://open.spotify.com/track/4RCWB3V8V0dignt99LZ8vH,Hey There Delilah - Plain White T's,6
1579,polly,Nirvana,0xHch89AN9RlN8Nm4kJzs3,0.618,0.392,11,-11.941,1,0.0388,0.683,7.09e-05,0.905,0.437,115.075,196467,https://open.spotify.com/track/0xHch89AN9RlN8Nm4kJzs3,Polly - Nirvana,4
1580,are you lonesome tonight,Elvis Presley,6vXZs9rEQF7Nd6O8Ue7NrT,0.355,0.0922,7,-17.747,1,0.0515,0.918,0.000702,0.106,0.191,65.952,187027,https://open.spotify.com/track/6vXZs9rEQF7Nd6O8Ue7NrT,Are You Lonesome Tonight - Elvis Presley,6
1581,feeling good,Muse,5PK1JCSdr34gWgzYHgt3Jq,0.345,0.418,7,-7.787,0,0.0316,0.299,1.75e-05,0.103,0.267,109.044,198800,https://open.spotify.com/track/5PK1JCSdr34gWgzYHgt3Jq,Feeling Good - Muse,6
1582,way down we go,KALEO,0y1QJc3SJVPKJ1OvFmFqe6,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707,https://open.spotify.com/track/0y1QJc3SJVPKJ1OvFmFqe6,Way down We Go - KALEO,6
1583,single ladies (put a ring on it),Beyoncé,557un1HgwYMuqfWGSTmnxw,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.192,0.272,193.438,192587,https://open.spotify.com/track/557un1HgwYMuqfWGSTmnxw,Single Ladies (Put a Ring on It) - Beyoncé,2
1584,la isla bonita,Madonna,2Iib2MV3ECFJAourgP9dlY,0.708,0.832,1,-4.736,0,0.0362,0.392,1.33e-06,0.0561,0.968,99.953,242947,https://open.spotify.com/track/2Iib2MV3ECFJAourgP9dlY,La Isla Bonita - Madonna,0
1585,don't you want me,The Human League,3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,236920,https://open.spotify.com/track/3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me - The Human League,0
1586,(you're the) devil in disguise,Elvis Presley,0D1pEisM3QkiacGXJe5dmd,0.481,0.733,5,-7.633,1,0.165,0.575,1.18e-05,0.108,0.874,122.909,140427,https://open.spotify.com/track/0D1pEisM3QkiacGXJe5dmd,(You're The) Devil in Disguise - Elvis Presley,3
1587,mia,Gorki,1AvAl5fj5mhoLHVo0to1xr,0.697,0.298,0,-16.929,1,0.0319,0.0411,0.000123,0.103,0.233,113.571,332200,https://open.spotify.com/track/1AvAl5fj5mhoLHVo0to1xr,Mia - Gorki,6
1588,mooi liedje,Acda en de Munnik,6ZmN1gbHEGbcquWAWhHV7z,0.492,0.208,2,-10.585,1,0.0383,0.958,0.000112,0.102,0.219,177.208,179000,https://open.spotify.com/track/6ZmN1gbHEGbcquWAWhHV7z,Mooi Liedje - Acda en de Munnik,6
1589,sunrise,Norah Jones,7zkLpY72g6lKQbiHDqri1S,0.526,0.299,8,-13.797,1,0.031,0.941,0.097,0.106,0.679,156.848,200627,https://open.spotify.com/track/7zkLpY72g6lKQbiHDqri1S,Sunrise - Norah Jones,6
1590,up around the bend,Creedence Clearwater Revival,36gPq8WG7tDxrblyGVUCiT,0.589,0.85,2,-6.143,1,0.0343,0.0606,0.779,0.274,0.813,130.318,161467,https://open.spotify.com/track/36gPq8WG7tDxrblyGVUCiT,Up Around The Bend - Creedence Clearwater Revival,5
1591,i can't make you love me,Bonnie Raitt,69uJi5QsBtqlYkGURTBli8,0.588,0.149,7,-16.728,0,0.0319,0.846,9.65e-05,0.236,0.113,124.689,332960,https://open.spotify.com/track/69uJi5QsBtqlYkGURTBli8,I Can't Make You Love Me - Bonnie Raitt,6
1592,"it's a man's, man's, man's world",James Brown & The Famous Flames,3SQ9Hb9rfpJ02AWfaOPhpy,0.539,0.24,3,-16.632,0,0.0426,0.687,5.12e-05,0.133,0.567,80.816,167373,https://open.spotify.com/track/3SQ9Hb9rfpJ02AWfaOPhpy,"It's A Man's, Man's, Man's World - James Brown & The Famous Flames",6
1593,strange machines,The Gathering,51m9kUkrbufdmMl4ZBHcgR,0.228,0.85,0,-6.23,1,0.0489,0.00223,0.00136,0.056,0.391,130.566,364693,https://open.spotify.com/track/51m9kUkrbufdmMl4ZBHcgR,Strange Machines - The Gathering,1
1594,off the wall,Michael Jackson,3zYpRGnnoegSpt3SguSo3W,0.827,0.595,3,-13.909,0,0.0565,0.182,0.0,0.0785,0.921,118.741,246000,https://open.spotify.com/track/3zYpRGnnoegSpt3SguSo3W,Off the Wall - Michael Jackson,0
1595,we belong to the night,Ellen Foley,43BjqjFMxwd6AnjKBukp03,0.359,0.75,7,-9.192,1,0.0371,0.00469,0.36,0.234,0.415,101.413,321173,https://open.spotify.com/track/43BjqjFMxwd6AnjKBukp03,We Belong to the Night - Ellen Foley,5
1596,still believe,Herman Brood & His Wild Romance,4qKiFtqI5rvihqrzwoyaU4,0.601,0.853,4,-8.336,0,0.0254,0.0119,3.09e-05,0.634,0.64,95.33,190960,https://open.spotify.com/track/4qKiFtqI5rvihqrzwoyaU4,Still Believe - Herman Brood & His Wild Romance,4
1597,25 or 6 to 4 - 2002 remaster,Chicago,7GqIDx2QVGOpd4r1fZaUUW,0.604,0.905,4,-7.059,0,0.0578,0.309,0.0632,0.0837,0.723,147.448,289800,https://open.spotify.com/track/7GqIDx2QVGOpd4r1fZaUUW,25 or 6 to 4 - 2002 Remaster - Chicago,0
1598,hey ya!,Outkast,2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,235213,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya! - Outkast,0
1599,cocaine,J.J. Cale,6G3NoUqDpqD3Rgfel2pD6s,0.789,0.411,6,-14.73,1,0.049,0.409,0.583,0.144,0.39,104.352,169133,https://open.spotify.com/track/6G3NoUqDpqD3Rgfel2pD6s,Cocaine - J.J. Cale,5
1600,try a little tenderness,Otis Redding,36AlMHDBFwSsD3FQOy1R81,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26e-05,0.258,0.068,102.938,201733,https://open.spotify.com/track/36AlMHDBFwSsD3FQOy1R81,Try a Little Tenderness - Otis Redding,6
1601,break on through (to the other side),The Doors,6ToM0uwxtPKo9CMpbPGYvM,0.421,0.751,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,145867,https://open.spotify.com/track/6ToM0uwxtPKo9CMpbPGYvM,Break on Through (To the Other Side) - The Doors,3
1602,you make loving fun - 2004 remaster,Fleetwood Mac,28H3wOEKsaEa8NBEYCLl4j,0.625,0.591,7,-9.127,0,0.0265,0.0138,0.0399,0.0893,0.863,126.597,213693,https://open.spotify.com/track/28H3wOEKsaEa8NBEYCLl4j,You Make Loving Fun - 2004 Remaster - Fleetwood Mac,0
1603,i have nothing,Whitney Houston,31er9IGsfFbwqy1pH4aiTP,0.541,0.401,0,-10.499,1,0.0365,0.576,0.0,0.164,0.24,152.943,289160,https://open.spotify.com/track/31er9IGsfFbwqy1pH4aiTP,I Have Nothing - Whitney Houston,6
1604,to love somebody,Bee Gees,0mbS3VwRbO6HVBMPXnzOGA,0.423,0.384,9,-12.503,1,0.0315,0.729,4.11e-06,0.27,0.521,90.43,182000,https://open.spotify.com/track/0mbS3VwRbO6HVBMPXnzOGA,To Love Somebody - Bee Gees,6
1605,love is all,Roger Glover,4xVvKpua7eX68Ic1TDqaUw,0.599,0.812,7,-4.971,1,0.0494,0.634,3.47e-05,0.849,0.766,111.691,197267,https://open.spotify.com/track/4xVvKpua7eX68Ic1TDqaUw,Love Is All - Roger Glover,4
1606,tuesday afternoon (forever afternoon),The Moody Blues,31pi9vJJWHZxygk8AoGd0d,0.503,0.322,0,-13.307,1,0.0288,0.0951,0.0069,0.24,0.299,113.504,249004,https://open.spotify.com/track/31pi9vJJWHZxygk8AoGd0d,Tuesday Afternoon (Forever Afternoon) - The Moody Blues,6
1607,run the world (girls),Beyoncé,1uXbwHHfgsXcUKfSZw5ZJ0,0.733,0.899,0,-4.237,1,0.143,0.00496,4.72e-05,0.372,0.76,127.086,236093,https://open.spotify.com/track/1uXbwHHfgsXcUKfSZw5ZJ0,Run the World (Girls) - Beyoncé,3
1608,(something inside) so strong,Labi Siffre,2z8PSS00q39tUuVjYfTO67,0.682,0.375,5,-10.308,1,0.0347,0.418,5.75e-06,0.0984,0.226,82.187,337493,https://open.spotify.com/track/2z8PSS00q39tUuVjYfTO67,(Something Inside) So Strong - Labi Siffre,6
1609,skyward,Davina Michelle,4WfhbGhvurJtwd7r0SCyV7,0.489,0.861,7,-3.552,0,0.128,0.247,0.0,0.107,0.245,101.932,227987,https://open.spotify.com/track/4WfhbGhvurJtwd7r0SCyV7,Skyward - Davina Michelle,0
1610,i want you to want me,Cheap Trick,1JkZg3eMQTmTn93E8Yd3UL,0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726,191227,https://open.spotify.com/track/1JkZg3eMQTmTn93E8Yd3UL,I Want You to Want Me - Cheap Trick,6
1611,love of the common people,Paul Young,6cARFkZxx2JR3JlvDzeLZc,0.744,0.609,9,-11.202,1,0.0758,0.0883,0.0,0.0599,0.893,90.723,220733,https://open.spotify.com/track/6cARFkZxx2JR3JlvDzeLZc,Love of the Common People - Paul Young,3
1612,poker face,Lady Gaga,1QV6tiMFM6fSOKOGLMHYYg,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200,https://open.spotify.com/track/1QV6tiMFM6fSOKOGLMHYYg,Poker Face - Lady Gaga,3
1613,midnight rambler,The Rolling Stones,3tIvHt7VaIenprWXrYzgwb,0.403,0.658,9,-10.285,1,0.118,0.772,3.96e-06,0.166,0.512,75.488,412760,https://open.spotify.com/track/3tIvHt7VaIenprWXrYzgwb,Midnight Rambler - The Rolling Stones,6
1614,me gustas tu,Manu Chao,6b37xrsNCWYIUphFBazqD6,0.657,0.741,11,-6.822,0,0.0825,0.663,0.494,0.222,0.908,175.949,239987,https://open.spotify.com/track/6b37xrsNCWYIUphFBazqD6,Me Gustas Tu - Manu Chao,5
1615,we don't need another hero (thunderdome),Tina Turner,1qyJ6XpMHdsJD8pkiA7Qww,0.69,0.674,8,-5.866,0,0.0471,0.201,0.00612,0.114,0.713,98.851,255187,https://open.spotify.com/track/1qyJ6XpMHdsJD8pkiA7Qww,We Don't Need Another Hero (Thunderdome) - Tina Turner,0
1616,why don't you do right,Beth Hart,6FJWCQkxU5cMYO5eUVcCUu,0.627,0.735,2,-7.628,0,0.0427,0.466,0.00304,0.165,0.67,106.017,275929,https://open.spotify.com/track/6FJWCQkxU5cMYO5eUVcCUu,Why Don't You Do Right - Beth Hart,0
1617,breakeven,The Script,285hMzLhJwHVLe9QT9qilk,0.63,0.696,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.491,94.034,261427,https://open.spotify.com/track/285hMzLhJwHVLe9QT9qilk,Breakeven - The Script,3
1618,europa (earth's cry heaven's smile),Santana,5Yp3e8RcjYevBTZYJ7OD7s,0.296,0.669,0,-5.364,0,0.0452,0.03,0.831,0.154,0.679,74.692,305947,https://open.spotify.com/track/5Yp3e8RcjYevBTZYJ7OD7s,Europa (Earth's Cry Heaven's Smile) - Santana,5
1619,weekend,Earth & Fire,1bZr5vH0cfmKu5ODpD0DEO,0.866,0.572,9,-11.164,0,0.0374,0.366,0.00036,0.13,0.559,121.751,214907,https://open.spotify.com/track/1bZr5vH0cfmKu5ODpD0DEO,Weekend - Earth & Fire,0
1620,geen kind meer,Karin Bloemen,4ZMBna8ky5JR1gocyYCiML,0.499,0.173,10,-15.678,0,0.0333,0.946,0.0273,0.142,0.249,77.197,263467,https://open.spotify.com/track/4ZMBna8ky5JR1gocyYCiML,Geen Kind Meer - Karin Bloemen,6
1621,nights on broadway,Bee Gees,4JjcCdm0RSPuvQWnZyrNkm,0.573,0.641,5,-9.196,1,0.0443,0.235,0.00414,0.859,0.613,88.862,271373,https://open.spotify.com/track/4JjcCdm0RSPuvQWnZyrNkm,Nights On Broadway - Bee Gees,4
1622,call me the breeze,J.J. Cale,5AQpbyFoQmkOVwmlhKN4ii,0.814,0.418,11,-15.372,1,0.0382,0.75,0.0116,0.099,0.842,91.658,156840,https://open.spotify.com/track/5AQpbyFoQmkOVwmlhKN4ii,Call Me The Breeze - J.J. Cale,6
1623,one more try,George Michael,4tcRxE0u4DESAjidCNYD2i,0.233,0.313,5,-11.371,1,0.0334,0.606,2.71e-05,0.111,0.118,70.626,353360,https://open.spotify.com/track/4tcRxE0u4DESAjidCNYD2i,One More Try - George Michael,6
1624,fly like an eagle,Steve Miller Band,3e0FzZjTXOUtiJGSClOBrI,0.561,0.754,9,-12.769,0,0.112,0.61,0.0194,0.328,0.642,100.08,282693,https://open.spotify.com/track/3e0FzZjTXOUtiJGSClOBrI,Fly Like An Eagle - Steve Miller Band,0
1625,josephine - 2019 remaster,Chris Rea,7ybtd3btWQSKGkcgNLqpDR,0.668,0.551,2,-11.758,0,0.0306,0.505,0.0607,0.0712,0.638,102.212,267133,https://open.spotify.com/track/7ybtd3btWQSKGkcgNLqpDR,Josephine - 2019 Remaster - Chris Rea,6
1626,buffalo soldier,Bob Marley & The Wailers,7BfW1eoDh27W69nxsmRicb,0.929,0.463,9,-8.651,1,0.308,0.142,5.26e-06,0.0634,0.757,124.084,255840,https://open.spotify.com/track/7BfW1eoDh27W69nxsmRicb,Buffalo Soldier - Bob Marley & The Wailers,2
1627,bagagedrager,Spinvis,6GN5ffm4kmDsHLefCLUDIZ,0.499,0.711,9,-7.51,1,0.045,0.0811,0.0215,0.431,0.327,159.974,374600,https://open.spotify.com/track/6GN5ffm4kmDsHLefCLUDIZ,Bagagedrager - Spinvis,1
1628,silence (feat. sarah mclachlan) - dj tiësto's in search of sunrise edit,Delerium,3oVnbdWg48ZrmsUAQQUKbU,0.602,0.847,9,-5.998,0,0.0589,0.00903,0.0306,0.0622,0.0863,138.025,235200,https://open.spotify.com/track/3oVnbdWg48ZrmsUAQQUKbU,Silence (feat. Sarah McLachlan) - DJ Tiësto's In Search of Sunrise Edit - Delerium,1
1629,up where we belong,Joe Cocker,3Jm0pbjIOtHgEmvrTlkUCO,0.573,0.429,2,-8.68,1,0.0294,0.597,8.18e-05,0.0839,0.361,139.097,233240,https://open.spotify.com/track/3Jm0pbjIOtHgEmvrTlkUCO,Up Where We Belong - Joe Cocker,6
1630,"fire - live at the winterland, san francisco, ca - december 1978",Bruce Springsteen,7lqDKfbqbWpDvoPPxz6xTN,0.432,0.32,7,-21.363,1,0.155,0.204,8.92e-05,0.983,0.528,119.763,192667,https://open.spotify.com/track/7lqDKfbqbWpDvoPPxz6xTN,"Fire - Live at the Winterland, San Francisco, CA - December 1978 - Bruce Springsteen",4
1631,time after time,Cyndi Lauper,1Jj6MF0xDOMA3Ut2Z368Bx,0.724,0.436,0,-9.321,1,0.0282,0.576,1.19e-06,0.0908,0.324,130.439,243067,https://open.spotify.com/track/1Jj6MF0xDOMA3Ut2Z368Bx,Time After Time - Cyndi Lauper,6
1632,maybe tomorrow,Stereophonics,6SXy02aTZU3ysoGUixYCz0,0.495,0.653,7,-6.769,0,0.0361,0.217,0.000458,0.334,0.571,80.897,272947,https://open.spotify.com/track/6SXy02aTZU3ysoGUixYCz0,Maybe Tomorrow - Stereophonics,0
1633,you're beautiful,James Blunt,0vg4WnUWvze6pBOJDTq99k,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,209493,https://open.spotify.com/track/0vg4WnUWvze6pBOJDTq99k,You're Beautiful - James Blunt,6
1634,7 seconds (feat. neneh cherry),Youssou N'Dour,76D5nfZbYzZYfUZKGy73jy,0.68,0.702,1,-9.621,0,0.0267,0.0838,1.79e-06,0.326,0.509,154.198,305773,https://open.spotify.com/track/76D5nfZbYzZYfUZKGy73jy,7 Seconds (feat. Neneh Cherry) - Youssou N'Dour,0
1635,forever autumn,Jeff Wayne,5nQA7F1fPa23sY8CPPA9Hr,0.354,0.488,2,-6.576,0,0.0301,0.465,8.23e-06,0.206,0.211,121.812,272613,https://open.spotify.com/track/5nQA7F1fPa23sY8CPPA9Hr,Forever Autumn - Jeff Wayne,6
1636,love yourself,Justin Bieber,50kpGaPAhYJ3sGmk6vplg0,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0,Love Yourself - Justin Bieber,2
1637,blue suede shoes,Elvis Presley,47gmoUrZV3w20JAnQOZMcO,0.557,0.66,2,-7.706,1,0.056,0.654,1.66e-06,0.138,0.962,95.252,119200,https://open.spotify.com/track/47gmoUrZV3w20JAnQOZMcO,Blue Suede Shoes - Elvis Presley,3
1638,green green grass of home,Tom Jones,5BFWQXNGPYadZxNKxY1UfU,0.543,0.41,8,-13.253,1,0.0268,0.157,0.0,0.0996,0.817,95.363,184893,https://open.spotify.com/track/5BFWQXNGPYadZxNKxY1UfU,Green Green Grass Of Home - Tom Jones,6
1639,honesty,Billy Joel,34E0Higz6fFVXlbVsn6TIW,0.552,0.265,10,-15.482,1,0.0332,0.415,0.0,0.107,0.212,135.476,233507,https://open.spotify.com/track/34E0Higz6fFVXlbVsn6TIW,Honesty - Billy Joel,6
1640,in your eyes,Peter Gabriel,1wyluqXP2ujdTpCfm1E617,0.622,0.713,11,-7.253,0,0.0357,0.0702,3.04e-06,0.104,0.639,89.448,327947,https://open.spotify.com/track/1wyluqXP2ujdTpCfm1E617,In Your Eyes - Peter Gabriel,0
1641,nightporter,Japan,2KMu1C3jtaTQ8z4CC5ucUK,0.518,0.0791,9,-20.007,0,0.0329,0.75,0.356,0.101,0.0999,110.297,408293,https://open.spotify.com/track/2KMu1C3jtaTQ8z4CC5ucUK,Nightporter - Japan,6
1642,"listen (from the motion picture ""dreamgirls"")",Beyoncé,0xAVL3SQa8SxKdWJgly6Ht,0.48,0.588,11,-5.222,1,0.0426,0.251,0.0,0.166,0.178,122.214,217787,https://open.spotify.com/track/0xAVL3SQa8SxKdWJgly6Ht,"Listen (From the Motion Picture ""Dreamgirls"") - Beyoncé",1
1643,the memory remains,Metallica,6RbC38oDCIXD8V2AOU1Tjr,0.435,0.901,10,-3.694,0,0.0429,0.000303,0.0072,0.185,0.547,143.646,279173,https://open.spotify.com/track/6RbC38oDCIXD8V2AOU1Tjr,The Memory Remains - Metallica,1
1644,live to tell,Madonna,095MMFhB9qxPx2VsmvjnUs,0.652,0.521,2,-6.752,0,0.0256,0.263,0.0011,0.107,0.235,109.943,351920,https://open.spotify.com/track/095MMFhB9qxPx2VsmvjnUs,Live to Tell - Madonna,0
1645,live forever - remastered,Oasis,726Bm6HoMMOwrJlxqbfO45,0.107,0.834,9,-3.372,0,0.045,2.4e-05,1.62e-05,0.36,0.189,86.446,276667,https://open.spotify.com/track/726Bm6HoMMOwrJlxqbfO45,Live Forever - Remastered - Oasis,1
